true_file_type,declared_extension,label,label_name,is_malicious,category,corruption_type
TIFF,.tiff,0,valid,False,image,none
UNKNOWN,.png,2,mismatch,False,unknown,random_bytes_unknown
RAR5,.rar,1,corrupted,False,archive,wrong_offset_4_instead_of_0
HTML,.html,0,valid,False,web,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
TIFF_BE,.tiff,1,corrupted,False,image,byte_flip_pos_3
RAR,.rar,1,corrupted,False,archive,partial_overwrite_4_null
BMP,.bmp,1,corrupted,False,image,byte_flip_pos_1
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
HTML,.html,1,corrupted,False,web,wrong_offset_4_instead_of_0
ELF,.elf,0,valid,False,executable,none
OGG,.ogg,0,valid,False,audio,none
TIFF_BE,.tiff,1,corrupted,False,image,truncated_header_keep_2
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PE,.exe,0,valid,False,executable,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
MP3,.mp3,0,valid,False,audio,none
SQLITE,.sqlite,1,corrupted,False,database,byte_flip_pos_5
GIF,.gif,1,corrupted,False,image,truncated_header_keep_1
SQLITE,.sqlite,0,valid,False,database,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
JPG,.jpg,1,corrupted,False,image,truncated_header_keep_1
MP4,.mp4,0,valid,False,video,none
WEBP,.webp,1,corrupted,False,image,wrong_offset_4_instead_of_0
MP3_ID3,.mp3,0,valid,False,audio,none
BMP,.bmp,0,valid,False,image,none
PPTX,.pptx,1,corrupted,False,document,wrong_offset_4_instead_of_0
HTML,.html,0,valid,False,web,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
FLAC,.flac,0,valid,False,audio,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
7Z,.7z,1,corrupted,False,archive,partial_overwrite_4_null
AVI,.avi,1,corrupted,False,video,partial_overwrite_4_null
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
TAR,.tar,1,corrupted,False,archive,partial_overwrite_4_null
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
HTML,.html,0,valid,False,web,none
TIFF,.tiff,1,corrupted,False,image,byte_flip_pos_0
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
7Z,.7z,1,corrupted,False,archive,truncated_header_keep_1
JPG,.jpg,0,valid,False,image,none
TAR,.tar,1,corrupted,False,archive,wrong_offset_4_instead_of_257
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
RAR,.rar,1,corrupted,False,archive,partial_overwrite_4_null
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PNG,.png,0,valid,False,image,none
AVI,.avi,1,corrupted,False,video,partial_overwrite_4_null
FLAC,.flac,1,corrupted,False,audio,byte_flip_pos_1
TIFF,.tiff,0,valid,False,image,none
MP4,.mp4,1,corrupted,False,video,truncated_header_keep_1
TIFF,.tiff,1,corrupted,False,image,wrong_offset_4_instead_of_0
GIF,.gif,1,corrupted,False,image,byte_flip_pos_3
BMP,.bmp,0,valid,False,image,none
7Z,.7z,0,valid,False,archive,none
SQLITE,.sqlite,1,corrupted,False,database,byte_flip_pos_4
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
XML,.xml,0,valid,False,web,none
SQLITE,.sqlite,0,valid,False,database,none
MP3_ID3,.mp3,0,valid,False,audio,none
AVI,.avi,1,corrupted,False,video,truncated_header_keep_1
PE,.exe,1,corrupted,False,executable,wrong_offset_4_instead_of_0
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
XML,.xml,0,valid,False,web,none
ELF,.elf,0,valid,False,executable,none
7Z,.7z,0,valid,False,archive,none
PNG,.png,0,valid,False,image,none
PNG,.png,0,valid,False,image,none
UNKNOWN,.docx,2,mismatch,False,unknown,random_bytes_unknown
ZIP,.zip,1,corrupted,False,archive,truncated_header_keep_2
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
PPTX,.pptx,1,corrupted,False,document,byte_flip_pos_3
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
MP3,.mp3,1,corrupted,False,audio,partial_overwrite_4_null
GIF,.gif,1,corrupted,False,image,byte_flip_pos_2
MP4,.mp4,1,corrupted,False,video,partial_overwrite_4_null
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
GZIP,.gz,0,valid,False,archive,none
SQLITE,.sqlite,1,corrupted,False,database,byte_flip_pos_1
PE,.exe,1,corrupted,False,executable,wrong_offset_4_instead_of_0
GZIP,.gz,0,valid,False,archive,none
MP3_ID3,.mp3,1,corrupted,False,audio,byte_flip_pos_2
SQLITE,.sqlite,1,corrupted,False,database,truncated_header_keep_2
SQLITE,.sqlite,1,corrupted,False,database,partial_overwrite_4_null
MP3,.mp3,1,corrupted,False,audio,partial_overwrite_4_null
WEBP,.webp,0,valid,False,image,none
PPTX,.pptx,1,corrupted,False,document,byte_flip_pos_3
PNG,.png,0,valid,False,image,none
UNKNOWN,.exe,2,mismatch,False,unknown,random_bytes_unknown
HTML_TAG,.html,0,valid,False,web,none
DOCX,.docx,0,valid,False,document,none
WAV,.wav,1,corrupted,False,audio,truncated_header_keep_1
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
JPEG,.jpeg,0,valid,False,image,none
TIFF,.tiff,1,corrupted,False,image,byte_flip_pos_3
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
EXE,.exe,1,corrupted,False,executable,wrong_offset_4_instead_of_0
ELF,.elf,0,valid,False,executable,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
TIFF,.tiff,0,valid,False,image,none
PPTX,.pptx,0,valid,False,document,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
UNKNOWN,.zip,2,mismatch,False,unknown,random_bytes_unknown
TIFF_BE,.tiff,0,valid,False,image,none
BMP,.bmp,1,corrupted,False,image,truncated_header_keep_2
WAV,.wav,0,valid,False,audio,none
TAR,.tar,1,corrupted,False,archive,wrong_offset_4_instead_of_257
ZIP,.zip,0,valid,False,archive,none
GIF,.gif,0,valid,False,image,none
OGG,.ogg,1,corrupted,False,audio,truncated_header_keep_1
JPG,.jpg,0,valid,False,image,none
SQLITE,.sqlite,1,corrupted,False,database,truncated_header_keep_2
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
RAR5,.rar,0,valid,False,archive,none
XML,.xml,0,valid,False,web,none
SQLITE,.sqlite,1,corrupted,False,database,wrong_offset_4_instead_of_0
CLASS,.class,1,corrupted,False,executable,byte_flip_pos_2
FLAC,.flac,1,corrupted,False,audio,truncated_header_keep_1
BMP,.bmp,0,valid,False,image,none
PPTX,.pptx,1,corrupted,False,document,partial_overwrite_4_null
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
PNG,.png,0,valid,False,image,none
RAR5,.rar,0,valid,False,archive,none
UNKNOWN,.zip,2,mismatch,False,unknown,random_bytes_unknown
RAR,.rar,1,corrupted,False,archive,byte_flip_pos_3
HTML,.html,0,valid,False,web,none
MP3,.mp3,1,corrupted,False,audio,wrong_offset_4_instead_of_0
MP3_ID3,.mp3,1,corrupted,False,audio,byte_flip_pos_2
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
ELF,.elf,1,corrupted,False,executable,wrong_offset_4_instead_of_0
ELF,.elf,0,valid,False,executable,none
MP3,.mp3,0,valid,False,audio,none
FLAC,.flac,1,corrupted,False,audio,truncated_header_keep_2
HTML_TAG,.html,0,valid,False,web,none
PE,.exe,0,valid,False,executable,none
EXE,.exe,0,valid,False,executable,none
ELF,.elf,0,valid,False,executable,none
PPTX,.pptx,0,valid,False,document,none
PDF,.pdf,1,corrupted,False,document,partial_overwrite_4_null
TAR,.tar,0,valid,False,archive,none
UNKNOWN,.exe,2,mismatch,False,unknown,random_bytes_unknown
WEBP,.webp,0,valid,False,image,none
TAR,.tar,0,valid,False,archive,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
GZIP,.gz,0,valid,False,archive,none
UNKNOWN,.wav,2,mismatch,False,unknown,random_bytes_unknown
AVI,.avi,1,corrupted,False,video,wrong_offset_4_instead_of_0
JPEG,.jpeg,0,valid,False,image,none
FLAC,.flac,1,corrupted,False,audio,truncated_header_keep_1
HTML,.html,1,corrupted,False,web,truncated_header_keep_1
CLASS,.class,0,valid,False,executable,none
MP4,.mp4,0,valid,False,video,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
SQLITE,.sqlite,0,valid,False,database,none
GIF,.gif,1,corrupted,False,image,byte_flip_pos_1
JPEG,.jpeg,1,corrupted,False,image,partial_overwrite_4_null
PNG,.png,0,valid,False,image,none
ELF,.elf,1,corrupted,False,executable,wrong_offset_4_instead_of_0
SQLITE,.sqlite,0,valid,False,database,none
UNKNOWN,.docx,2,mismatch,False,unknown,random_bytes_unknown
RAR5,.rar,1,corrupted,False,archive,wrong_offset_4_instead_of_0
JPG,.jpg,0,valid,False,image,none
OGG,.ogg,0,valid,False,audio,none
ELF,.elf,0,valid,False,executable,none
WEBP,.webp,1,corrupted,False,image,wrong_offset_4_instead_of_0
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
FLAC,.flac,0,valid,False,audio,none
PPTX,.pptx,0,valid,False,document,none
GIF,.gif,1,corrupted,False,image,byte_flip_pos_2
UNKNOWN,.wav,2,mismatch,False,unknown,random_bytes_unknown
JPEG,.jpeg,1,corrupted,False,image,truncated_header_keep_2
TIFF,.tiff,0,valid,False,image,none
PPTX,.pptx,1,corrupted,False,document,wrong_offset_4_instead_of_0
SQLITE,.sqlite,1,corrupted,False,database,truncated_header_keep_1
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
PPTX,.pptx,0,valid,False,document,none
BMP,.bmp,1,corrupted,False,image,wrong_offset_4_instead_of_0
GZIP,.gz,0,valid,False,archive,none
PE,.exe,0,valid,False,executable,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
TIFF,.tiff,1,corrupted,False,image,byte_flip_pos_2
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
CLASS,.class,1,corrupted,False,executable,byte_flip_pos_2
AVI,.avi,0,valid,False,video,none
EXE,.exe,0,valid,False,executable,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
XML,.xml,0,valid,False,web,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
PDF,.pdf,1,corrupted,False,document,truncated_header_keep_1
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
UNKNOWN,.pdf,2,mismatch,False,unknown,random_bytes_unknown
BZIP2,.bz2,0,valid,False,archive,none
ZIP,.zip,1,corrupted,False,archive,byte_flip_pos_0
JPEG,.jpeg,0,valid,False,image,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
EXE,.exe,0,valid,False,executable,none
EXE,.exe,1,corrupted,False,executable,partial_overwrite_4_null
JPG,.jpg,0,valid,False,image,none
XML,.xml,0,valid,False,web,none
HTML_TAG,.html,0,valid,False,web,none
XML,.xml,1,corrupted,False,web,wrong_offset_4_instead_of_0
GZIP,.gz,0,valid,False,archive,none
RAR5,.rar,1,corrupted,False,archive,truncated_header_keep_1
RAR5,.rar,0,valid,False,archive,none
MP4,.mp4,1,corrupted,False,video,truncated_header_keep_1
XML,.xml,1,corrupted,False,web,byte_flip_pos_3
BZIP2,.bz2,0,valid,False,archive,none
BMP,.bmp,0,valid,False,image,none
PE,.exe,0,valid,False,executable,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
RAR5,.rar,1,corrupted,False,archive,truncated_header_keep_1
XLSX,.xlsx,0,valid,False,document,none
TIFF,.tiff,1,corrupted,False,image,byte_flip_pos_0
TIFF,.tiff,0,valid,False,image,none
FLAC,.flac,0,valid,False,audio,none
7Z,.7z,1,corrupted,False,archive,partial_overwrite_4_null
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
BMP,.bmp,0,valid,False,image,none
CLASS,.class,1,corrupted,False,executable,partial_overwrite_4_null
OGG,.ogg,0,valid,False,audio,none
JPG,.jpg,1,corrupted,False,image,partial_overwrite_4_null
BMP,.bmp,0,valid,False,image,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
RAR5,.rar,1,corrupted,False,archive,partial_overwrite_4_null
CLASS,.class,1,corrupted,False,executable,byte_flip_pos_0
JPG,.jpg,0,valid,False,image,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
MP4,.mp4,0,valid,False,video,none
PNG,.png,1,corrupted,False,image,byte_flip_pos_4
PPTX,.pptx,1,corrupted,False,document,truncated_header_keep_1
CLASS,.class,1,corrupted,False,executable,partial_overwrite_4_null
SQLITE,.sqlite,0,valid,False,database,none
GZIP,.gz,1,corrupted,False,archive,wrong_offset_4_instead_of_0
MP4,.mp4,0,valid,False,video,none
DOCX,.docx,0,valid,False,document,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
HTML,.html,0,valid,False,web,none
7Z,.7z,0,valid,False,archive,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
MP4,.mp4,0,valid,False,video,none
AVI,.avi,0,valid,False,video,none
PPTX,.pptx,0,valid,False,document,none
BZIP2,.bz2,1,corrupted,False,archive,partial_overwrite_4_null
WAV,.wav,1,corrupted,False,audio,byte_flip_pos_0
MP4,.mp4,0,valid,False,video,none
TIFF_BE,.tiff,1,corrupted,False,image,byte_flip_pos_2
MP3,.mp3,1,corrupted,False,audio,byte_flip_pos_0
GZIP,.gz,0,valid,False,archive,none
XML,.xml,0,valid,False,web,none
DOCX,.docx,1,corrupted,False,document,byte_flip_pos_2
BMP,.bmp,1,corrupted,False,image,partial_overwrite_4_null
XML,.xml,1,corrupted,False,web,byte_flip_pos_0
TAR,.tar,0,valid,False,archive,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
GIF,.gif,0,valid,False,image,none
ELF,.elf,0,valid,False,executable,none
SQLITE,.sqlite,1,corrupted,False,database,partial_overwrite_4_null
XML,.xml,1,corrupted,False,web,partial_overwrite_4_null
TAR,.tar,0,valid,False,archive,none
GIF,.gif,1,corrupted,False,image,byte_flip_pos_2
DOCX,.docx,0,valid,False,document,none
SQLITE,.sqlite,1,corrupted,False,database,byte_flip_pos_2
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
BMP,.bmp,0,valid,False,image,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
MP3,.mp3,0,valid,False,audio,none
BMP,.bmp,0,valid,False,image,none
TIFF,.tiff,1,corrupted,False,image,byte_flip_pos_3
FLAC,.flac,0,valid,False,audio,none
DOCX,.docx,1,corrupted,False,document,partial_overwrite_4_null
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
DOCX,.docx,1,corrupted,False,document,byte_flip_pos_2
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
MP3,.mp3,1,corrupted,False,audio,wrong_offset_4_instead_of_0
TAR,.tar,0,valid,False,archive,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
DOCX,.docx,0,valid,False,document,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
7Z,.7z,1,corrupted,False,archive,byte_flip_pos_2
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
UNKNOWN,.pdf,2,mismatch,False,unknown,random_bytes_unknown
UNKNOWN,.docx,2,mismatch,False,unknown,random_bytes_unknown
TIFF_BE,.tiff,1,corrupted,False,image,truncated_header_keep_1
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
PNG,.png,0,valid,False,image,none
MP3_ID3,.mp3,0,valid,False,audio,none
TAR,.tar,0,valid,False,archive,none
EXE,.exe,0,valid,False,executable,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
TAR,.tar,1,corrupted,False,archive,partial_overwrite_4_null
PDF,.pdf,0,valid,False,document,none
7Z,.7z,1,corrupted,False,archive,wrong_offset_4_instead_of_0
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
WAV,.wav,1,corrupted,False,audio,partial_overwrite_4_null
UNKNOWN,.zip,2,mismatch,False,unknown,random_bytes_unknown
ELF,.elf,0,valid,False,executable,none
BZIP2,.bz2,0,valid,False,archive,none
JPG,.jpg,1,corrupted,False,image,wrong_offset_4_instead_of_0
OGG,.ogg,0,valid,False,audio,none
WEBP,.webp,0,valid,False,image,none
XLSX,.xlsx,1,corrupted,False,document,wrong_offset_4_instead_of_0
RAR5,.rar,0,valid,False,archive,none
EXE,.exe,1,corrupted,False,executable,truncated_header_keep_2
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
JPG,.jpg,1,corrupted,False,image,partial_overwrite_4_null
HTML_TAG,.html,0,valid,False,web,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
BMP,.bmp,0,valid,False,image,none
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
GZIP,.gz,1,corrupted,False,archive,wrong_offset_4_instead_of_0
TAR,.tar,0,valid,False,archive,none
CLASS,.class,1,corrupted,False,executable,partial_overwrite_4_null
PPTX,.pptx,0,valid,False,document,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
JPEG,.jpeg,0,valid,False,image,none
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
ELF,.elf,1,corrupted,False,executable,wrong_offset_4_instead_of_0
RAR,.rar,0,valid,False,archive,none
WAV,.wav,1,corrupted,False,audio,truncated_header_keep_2
XLSX,.xlsx,0,valid,False,document,none
ELF,.elf,1,corrupted,False,executable,byte_flip_pos_1
ELF,.elf,0,valid,False,executable,none
RAR5,.rar,0,valid,False,archive,none
PDF,.pdf,0,valid,False,document,none
SQLITE,.sqlite,0,valid,False,database,none
RAR5,.rar,0,valid,False,archive,none
CLASS,.class,0,valid,False,executable,none
GZIP,.gz,0,valid,False,archive,none
7Z,.7z,0,valid,False,archive,none
XLSX,.xlsx,0,valid,False,document,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
MP3,.mp3,0,valid,False,audio,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
HTML_TAG,.html,0,valid,False,web,none
UNKNOWN,.zip,2,mismatch,False,unknown,random_bytes_unknown
GIF,.gif,1,corrupted,False,image,truncated_header_keep_2
SQLITE,.sqlite,0,valid,False,database,none
OGG,.ogg,1,corrupted,False,audio,wrong_offset_4_instead_of_0
TIFF,.tiff,0,valid,False,image,none
CLASS,.class,0,valid,False,executable,none
PE,.exe,0,valid,False,executable,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
TIFF_BE,.tiff,1,corrupted,False,image,wrong_offset_4_instead_of_0
TIFF_BE,.tiff,1,corrupted,False,image,truncated_header_keep_1
BZIP2,.bz2,0,valid,False,archive,none
RAR5,.rar,1,corrupted,False,archive,wrong_offset_4_instead_of_0
GZIP,.gz,1,corrupted,False,archive,wrong_offset_4_instead_of_0
MP3_ID3,.mp3,1,corrupted,False,audio,wrong_offset_4_instead_of_0
7Z,.7z,1,corrupted,False,archive,partial_overwrite_4_null
DOCX,.docx,0,valid,False,document,none
7Z,.7z,1,corrupted,False,archive,byte_flip_pos_3
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
JPEG,.jpeg,0,valid,False,image,none
FLAC,.flac,0,valid,False,audio,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
WEBP,.webp,1,corrupted,False,image,wrong_offset_4_instead_of_0
MP3,.mp3,0,valid,False,audio,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
TIFF_BE,.tiff,0,valid,False,image,none
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
UNKNOWN,.docx,2,mismatch,False,unknown,random_bytes_unknown
ZIP,.zip,1,corrupted,False,archive,truncated_header_keep_1
AVI,.avi,0,valid,False,video,none
MP3,.mp3,0,valid,False,audio,none
TIFF,.tiff,1,corrupted,False,image,wrong_offset_4_instead_of_0
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
MP4,.mp4,1,corrupted,False,video,truncated_header_keep_2
TAR,.tar,0,valid,False,archive,none
EXE,.exe,1,corrupted,False,executable,byte_flip_pos_0
MP3_ID3,.mp3,0,valid,False,audio,none
XML,.xml,1,corrupted,False,web,truncated_header_keep_1
XLSX,.xlsx,1,corrupted,False,document,truncated_header_keep_1
HTML_TAG,.html,1,corrupted,False,web,truncated_header_keep_1
TIFF_BE,.tiff,0,valid,False,image,none
JPG,.jpg,0,valid,False,image,none
OGG,.ogg,0,valid,False,audio,none
JPG,.jpg,1,corrupted,False,image,byte_flip_pos_1
7Z,.7z,0,valid,False,archive,none
AVI,.avi,0,valid,False,video,none
TAR,.tar,1,corrupted,False,archive,truncated_header_keep_1
XML,.xml,0,valid,False,web,none
RAR5,.rar,1,corrupted,False,archive,byte_flip_pos_7
TIFF,.tiff,1,corrupted,False,image,partial_overwrite_4_null
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
ELF,.elf,1,corrupted,False,executable,byte_flip_pos_1
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
OGG,.ogg,0,valid,False,audio,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
UNKNOWN,.jpg,2,mismatch,False,unknown,random_bytes_unknown
FLAC,.flac,0,valid,False,audio,none
GZIP,.gz,1,corrupted,False,archive,wrong_offset_4_instead_of_0
MP3_ID3,.mp3,0,valid,False,audio,none
TIFF_BE,.tiff,0,valid,False,image,none
RAR,.rar,0,valid,False,archive,none
BMP,.bmp,0,valid,False,image,none
BMP,.bmp,0,valid,False,image,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
PPTX,.pptx,0,valid,False,document,none
PDF,.pdf,0,valid,False,document,none
RAR,.rar,0,valid,False,archive,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
JPEG,.jpeg,0,valid,False,image,none
TIFF,.tiff,0,valid,False,image,none
UNKNOWN,.zip,2,mismatch,False,unknown,random_bytes_unknown
MP3,.mp3,1,corrupted,False,audio,byte_flip_pos_0
GIF,.gif,1,corrupted,False,image,wrong_offset_4_instead_of_0
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
HTML,.html,0,valid,False,web,none
RAR,.rar,0,valid,False,archive,none
BMP,.bmp,1,corrupted,False,image,wrong_offset_4_instead_of_0
OGG,.ogg,1,corrupted,False,audio,truncated_header_keep_2
ZIP,.zip,1,corrupted,False,archive,wrong_offset_4_instead_of_0
RAR,.rar,0,valid,False,archive,none
XLSX,.xlsx,0,valid,False,document,none
AVI,.avi,1,corrupted,False,video,wrong_offset_4_instead_of_0
AVI,.avi,1,corrupted,False,video,byte_flip_pos_0
JPEG,.jpeg,1,corrupted,False,image,partial_overwrite_4_null
MP3_ID3,.mp3,1,corrupted,False,audio,wrong_offset_4_instead_of_0
RAR5,.rar,0,valid,False,archive,none
TIFF_BE,.tiff,0,valid,False,image,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
UNKNOWN,.exe,2,mismatch,False,unknown,random_bytes_unknown
OGG,.ogg,0,valid,False,audio,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
MP3,.mp3,0,valid,False,audio,none
ZIP,.zip,0,valid,False,archive,none
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
PNG,.exe,2,mismatch,False,image,png_mislabeled_as_exe
ZIP,.zip,1,corrupted,False,archive,partial_overwrite_4_null
GZIP,.gz,0,valid,False,archive,none
HTML_TAG,.html,0,valid,False,web,none
OGG,.ogg,0,valid,False,audio,none
XML,.xml,1,corrupted,False,web,truncated_header_keep_2
UNKNOWN,.zip,2,mismatch,False,unknown,random_bytes_unknown
MP3_ID3,.mp3,0,valid,False,audio,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
GIF,.gif,0,valid,False,image,none
TIFF,.tiff,0,valid,False,image,none
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
RAR,.rar,0,valid,False,archive,none
FLAC,.flac,1,corrupted,False,audio,wrong_offset_4_instead_of_0
WAV,.wav,1,corrupted,False,audio,byte_flip_pos_3
PNG,.png,1,corrupted,False,image,wrong_offset_4_instead_of_0
WAV,.wav,1,corrupted,False,audio,truncated_header_keep_1
RAR5,.rar,1,corrupted,False,archive,byte_flip_pos_6
RAR5,.rar,0,valid,False,archive,none
CLASS,.class,1,corrupted,False,executable,partial_overwrite_4_null
DOCX,.docx,1,corrupted,False,document,truncated_header_keep_1
JPG,.jpg,0,valid,False,image,none
PE,.exe,0,valid,False,executable,none
CLASS,.class,0,valid,False,executable,none
TAR,.tar,1,corrupted,False,archive,truncated_header_keep_1
ZIP,.zip,1,corrupted,False,archive,truncated_header_keep_1
EXE,.jpg,2,mismatch,True,executable,exe_disguised_as_jpg
PPTX,.pptx,0,valid,False,document,none
PPTX,.pptx,1,corrupted,False,document,wrong_offset_4_instead_of_0
UNKNOWN,.mp3,2,mismatch,False,unknown,random_bytes_unknown
XML,.xml,1,corrupted,False,web,truncated_header_keep_1
HTML_TAG,.html,0,valid,False,web,none
BMP,.bmp,1,corrupted,False,image,truncated_header_keep_1
DOCX,.docx,1,corrupted,False,document,wrong_offset_4_instead_of_0
AVI,.avi,0,valid,False,video,none
TIFF,.tiff,1,corrupted,False,image,truncated_header_keep_2
TIFF,.tiff,0,valid,False,image,none
PDF,.pdf,1,corrupted,False,document,partial_overwrite_4_null
ELF,.elf,0,valid,False,executable,none
EXE,.pdf,2,mismatch,True,executable,exe_disguised_as_pdf
ZIP,.zip,1,corrupted,False,archive,byte_flip_pos_0
MP4,.mp4,1,corrupted,False,video,wrong_offset_0_instead_of_4
PE,.exe,1,corrupted,False,executable,wrong_offset_4_instead_of_0
GIF,.gif,1,corrupted,False,image,truncated_header_keep_2
TIFF,.tiff,1,corrupted,False,image,byte_flip_pos_0
ELF,.mp3,2,mismatch,True,executable,elf_disguised_as_mp3
ZIP,.zip,0,valid,False,archive,none
PNG,.png,0,valid,False,image,none
RAR5,.rar,1,corrupted,False,archive,truncated_header_keep_2
TAR,.tar,1,corrupted,False,archive,partial_overwrite_4_null
FLAC,.flac,0,valid,False,audio,none
ZIP,.docx,2,mismatch,False,archive,zip_repackaged_as_docx
TAR,.tar,1,corrupted,False,archive,byte_flip_pos_1
PNG,.png,0,valid,False,image,none
WEBP,.webp,0,valid,False,image,none
RAR,.rar,1,corrupted,False,archive,truncated_header_keep_2
OGG,.ogg,0,valid,False,audio,none
MP4,.mp4,0,valid,False,video,none
MP3,.mp3,1,corrupted,False,audio,wrong_offset_4_instead_of_0
ZIP,.zip,0,valid,False,archive,none
BZIP2,.bz2,0,valid,False,archive,none
RAR5,.rar,1,corrupted,False,archive,wrong_offset_4_instead_of_0
